name,version,latestVersion,repository,published,publisher,size,license,isProd,isDev,isOptional,isPeer,isBundled,parents
"@azure/core-rest-pipeline","1.12.1","1.12.1","git+https://github.com/Azure/azure-sdk-for-js.git","2023-09-07T18:13:12.705Z","azure-sdk (azure-sdk-npmjs@microsoft.com)",716438,"MIT",true,false,false,false,false,"@azure/core-client@1.7.3,@azure/core-http-compat@1.3.0,@azure/identity@2.1.0,@azure/keyvault-keys@4.7.2"
"agent-base","6.0.2","7.1.0","git://github.com/TooTallNate/node-agent-base.git","2020-10-23T19:33:15.354Z","tootallnate (nathan@tootallnate.net)",34582,"MIT",true,false,false,false,false,"https-proxy-agent@5.0.1,http-proxy-agent@5.0.0"
"https-proxy-agent","5.0.1","7.0.2","git://github.com/TooTallNate/node-https-proxy-agent.git","2022-04-14T18:42:00.761Z","tootallnate (nathan@tootallnate.net)",26008,"MIT",true,false,false,false,false,"@azure/core-rest-pipeline@1.12.1"
"@azure/core-tracing","1.0.1","1.0.1","git+https://github.com/Azure/azure-sdk-for-js.git","2022-05-05T18:43:17.020Z","azure-sdk (azure-sdk-npmjs@microsoft.com)",76778,"MIT",true,false,false,false,false,"@azure/core-client@1.7.3,@azure/core-rest-pipeline@1.12.1,@azure/identity@2.1.0,@azure/keyvault-keys@4.7.2"
"@azure/core-util","1.5.0","1.5.0","git+https://github.com/Azure/azure-sdk-for-js.git","2023-09-25T21:40:31.565Z","azure-sdk (azure-sdk-npmjs@microsoft.com)",126089,"MIT",true,false,false,false,false,"@azure/core-auth@1.5.0,@azure/core-client@1.7.3,@azure/core-lro@2.5.4,@azure/core-rest-pipeline@1.12.1,@azure/identity@2.1.0,@azure/keyvault-keys@4.7.2"
"@azure/identity","2.1.0","3.3.2","git+https://github.com/Azure/azure-sdk-for-js.git","2022-07-09T03:42:35.373Z","azure-sdk (azure-sdk-npmjs@microsoft.com)",1235951,"MIT",true,false,false,false,false,"tedious@16.5.0"
"define-lazy-prop","2.0.0","3.0.0","git+https://github.com/sindresorhus/define-lazy-prop.git","2019-04-10T08:37:45.646Z","sindresorhus (sindresorhus@gmail.com)",4446,"MIT",true,false,false,false,false,"open@8.4.2"
"is-docker","2.2.1","3.0.0","git+https://github.com/sindresorhus/is-docker.git","2021-04-09T08:59:11.367Z","sindresorhus (sindresorhus@gmail.com)",3013,"MIT",true,false,false,false,false,"open@8.4.2,is-wsl@2.2.0"
"open","8.4.2","9.1.0","git+https://github.com/sindresorhus/open.git","2023-02-20T12:43:33.252Z","sindresorhus (sindresorhus@gmail.com)",46288,"MIT",true,false,false,false,false,"@azure/identity@2.1.0"
"uuid","8.3.2","9.0.1","git+https://github.com/uuidjs/uuid.git","2020-12-08T20:38:36.233Z","ctavan (dev@tavan.de)",116098,"MIT",true,false,false,false,false,"@azure/identity@2.1.0,@azure/msal-node@1.18.3"
"@azure/keyvault-keys","4.7.2","4.7.2","git+https://github.com/Azure/azure-sdk-for-js.git","2023-08-10T22:55:23.373Z","azure-sdk (azure-sdk-npmjs@microsoft.com)",1264177,"MIT",true,false,false,false,false,"tedious@16.5.0"
"@azure/logger","1.0.4","1.0.4","git+https://github.com/Azure/azure-sdk-for-js.git","2023-03-02T19:27:55.533Z","azure-sdk (azure-sdk-npmjs@microsoft.com)",56633,"MIT",true,false,false,false,false,"@azure/core-client@1.7.3,@azure/core-lro@2.5.4,@azure/core-rest-pipeline@1.12.1,@azure/identity@2.1.0,@azure/keyvault-keys@4.7.2"
"@azure/msal-browser","2.38.2","3.2.0","git+https://github.com/AzureAD/microsoft-authentication-library-for-js.git","2023-08-24T19:53:02.569Z","azuread (nugetaad@microsoft.com)",6833935,"MIT",true,false,false,false,false,"@azure/identity@2.1.0"
"@azure/msal-common","13.3.0","14.1.0","git+https://github.com/AzureAD/microsoft-authentication-library-for-js.git","2023-08-24T19:51:57.162Z","azuread (nugetaad@microsoft.com)",2895853,"MIT",true,false,false,false,false,"@azure/msal-browser@2.38.2,@azure/msal-node@1.18.3"
"@azure/msal-common","7.6.0","14.1.0","git+https://github.com/AzureAD/microsoft-authentication-library-for-js.git","2022-10-10T22:49:00.744Z","azuread (nugetaad@microsoft.com)",2584783,"MIT",true,false,false,false,false,"@azure/identity@2.1.0"
"@azure/msal-node","1.18.3","2.2.0","git+https://github.com/AzureAD/microsoft-authentication-library-for-js.git","2023-09-05T19:09:22.759Z","azuread (nugetaad@microsoft.com)",961340,"MIT",true,false,false,false,false,"@azure/identity@2.1.0"
"@eslint-community/eslint-utils","4.4.0","-","-","-","-","-","-",false,true,false,true,false,"@typescript-eslint/utils@6.8.0,eslint@8.51.0"
"@eslint-community/regexpp","4.9.1","-","-","-","-","-","-",false,true,false,true,false,"@typescript-eslint/eslint-plugin@6.8.0,eslint@8.51.0"
"@eslint/eslintrc","2.1.2","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.51.0"
"@eslint/js","8.51.0","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.51.0"
"@humanwhocodes/config-array","0.11.11","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.51.0"
"@humanwhocodes/module-importer","1.0.1","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.51.0"
"@humanwhocodes/object-schema","1.2.1","-","-","-","-","-","-",false,true,false,true,false,"@humanwhocodes/config-array@0.11.11"
"@js-joda/core","5.6.1","5.6.1","git+https://github.com/js-joda/js-joda.git","2023-10-12T10:35:17.925Z","pithu (pts@thuerwaechter.de)",7700315,"BSD-3-Clause",true,false,false,false,false,"tedious@16.5.0"
"@keyvhq/core","2.1.0","2.1.0","git+https://github.com/microlinkhq/keyvhq.git","2023-09-29T18:14:05.233Z","kikobeats (josefrancisco.verdu@gmail.com)",7300,"MIT",true,false,false,false,false,"export-to-sheets@1.0.0"
"@keyvhq/sql","2.0.0","2.0.0","git+https://github.com/microlinkhq/keyv.git","2023-04-22T13:30:19.232Z","kikobeats (josefrancisco.verdu@gmail.com)",5955,"MIT",true,false,false,false,false,"@keyvhq/sqlite@2.1.0"
"@keyvhq/sqlite","2.1.0","2.1.0","git+https://github.com/microlinkhq/keyv.git","2023-09-29T18:14:04.829Z","kikobeats (josefrancisco.verdu@gmail.com)",5462,"MIT",true,false,false,false,false,"export-to-sheets@1.0.0"
"@nodelib/fs.scandir","2.1.5","-","-","-","-","-","-",false,true,false,false,false,"@nodelib/fs.walk@1.2.8"
"@nodelib/fs.stat","2.0.5","-","-","-","-","-","-",false,true,false,false,false,"@nodelib/fs.scandir@2.1.5,fast-glob@3.3.1"
"@nodelib/fs.walk","1.2.8","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.51.0,fast-glob@3.3.1"
"@pkgr/utils","2.4.2","-","-","-","-","-","-",false,true,false,false,false,"synckit@0.8.5"
"@polka/url","0.5.0","0.5.0","https://github.com/lukeed/polka.git","2018-09-18T18:17:32.381Z","lukeed (luke@lukeed.com)",3717,"MIT",true,false,false,false,false,"polka@0.5.2"
"@tootallnate/once","2.0.0","3.0.0","git://github.com/TooTallNate/once.git","2021-09-22T23:50:52.041Z","tootallnate (nathan@tootallnate.net)",16332,"MIT",true,false,false,false,false,"http-proxy-agent@5.0.0"
"@types/body-parser","1.19.3","-","-","-","-","-","-",false,true,false,false,false,"@types/express@4.17.19"
"@types/connect","3.4.36","-","-","-","-","-","-",false,true,false,false,false,"@types/body-parser@1.19.3"
"@types/express","4.17.19","-","-","-","-","-","-",false,true,false,false,false,"@types/polka@0.5.5"
"@types/express-serve-static-core","4.17.37","-","-","-","-","-","-",false,true,false,false,false,"@types/express@4.17.19,@types/polka@0.5.5"
"@types/http-errors","2.0.2","-","-","-","-","-","-",false,true,false,false,false,"@types/serve-static@1.15.3"
"@types/json-schema","7.0.13","-","-","-","-","-","-",false,true,false,false,false,"@typescript-eslint/utils@6.8.0"
"@types/luxon","3.3.2","3.3.2","https://github.com/DefinitelyTyped/DefinitelyTyped.git","2023-08-30T19:59:17.480Z","types (ts-npm-types@microsoft.com)",115325,"MIT",true,false,false,false,false,"cron@3.1.1"
"@types/mime","1.3.3","-","-","-","-","-","-",false,true,false,false,false,"@types/send@0.17.2,@types/serve-static@1.15.3"
"@types/node","18.18.5","-","-","-","-","-","-",false,true,false,false,false,"@types/body-parser@1.19.3,@types/connect@3.4.36,@types/express-serve-static-core@4.17.37,@types/polka@0.5.5,@types/send@0.17.2,@types/serve-static@1.15.3,@types/tedious@4.0.12,export-to-sheets@1.0.0"
"@types/polka","0.5.5","-","-","-","-","-","-",false,true,false,false,false,"export-to-sheets@1.0.0"
"@types/qs","6.9.8","-","-","-","-","-","-",false,true,false,false,false,"@types/express@4.17.19,@types/express-serve-static-core@4.17.37"
"@types/range-parser","1.2.5","-","-","-","-","-","-",false,true,false,false,false,"@types/express-serve-static-core@4.17.37"
"@types/semver","7.5.3","-","-","-","-","-","-",false,true,false,false,false,"@typescript-eslint/utils@6.8.0"
"@types/send","0.17.2","-","-","-","-","-","-",false,true,false,false,false,"@types/express-serve-static-core@4.17.37"
"@types/serve-static","1.15.3","-","-","-","-","-","-",false,true,false,false,false,"@types/express@4.17.19"
"@types/tedious","4.0.12","-","-","-","-","-","-",false,true,false,false,false,"export-to-sheets@1.0.0"
"@types/trouter","3.1.2","-","-","-","-","-","-",false,true,false,false,false,"@types/polka@0.5.5"
"@typescript-eslint/eslint-plugin","6.8.0","-","-","-","-","-","-",false,true,false,false,false,"export-to-sheets@1.0.0"
"@typescript-eslint/parser","6.8.0","-","-","-","-","-","-",false,true,false,true,false,"export-to-sheets@1.0.0,@typescript-eslint/eslint-plugin@6.8.0"
"@typescript-eslint/scope-manager","6.8.0","-","-","-","-","-","-",false,true,false,true,false,"@typescript-eslint/eslint-plugin@6.8.0,@typescript-eslint/parser@6.8.0,@typescript-eslint/utils@6.8.0"
"@typescript-eslint/type-utils","6.8.0","-","-","-","-","-","-",false,true,false,false,false,"@typescript-eslint/eslint-plugin@6.8.0"
"@typescript-eslint/types","6.8.0","-","-","-","-","-","-",false,true,false,true,false,"@typescript-eslint/parser@6.8.0,@typescript-eslint/scope-manager@6.8.0,@typescript-eslint/typescript-estree@6.8.0,@typescript-eslint/utils@6.8.0,@typescript-eslint/visitor-keys@6.8.0"
"@typescript-eslint/typescript-estree","6.8.0","-","-","-","-","-","-",false,true,false,true,false,"@typescript-eslint/parser@6.8.0,@typescript-eslint/type-utils@6.8.0,@typescript-eslint/utils@6.8.0"
"@typescript-eslint/utils","6.8.0","-","-","-","-","-","-",false,true,false,false,false,"@typescript-eslint/eslint-plugin@6.8.0,@typescript-eslint/type-utils@6.8.0"
"@typescript-eslint/visitor-keys","6.8.0","-","-","-","-","-","-",false,true,false,true,false,"@typescript-eslint/eslint-plugin@6.8.0,@typescript-eslint/parser@6.8.0,@typescript-eslint/scope-manager@6.8.0,@typescript-eslint/typescript-estree@6.8.0"
"@vercel/ncc","0.38.0","-","-","-","-","-","-",false,true,false,false,false,"export-to-sheets@1.0.0"
"@vscode/sqlite3","5.1.2","5.1.6-vscode","git+https://github.com/microsoft/vscode-node-sqlite3.git","2022-11-14T15:40:51.090Z","bpasero (benjpas@microsoft.com)",3216286,"BSD-3-Clause",true,false,false,false,false,"@keyvhq/sqlite@2.1.0"
"abbrev","1.1.1","-","-","-","-","-","-",false,true,false,false,false,"nopt@1.0.10"
"abort-controller","3.0.0","3.0.0","git+https://github.com/mysticatea/abort-controller.git","2019-03-30T09:15:32.384Z","mysticatea (star.ctor@gmail.com)",76297,"MIT",true,false,false,false,false,"readable-stream@4.4.2"
"acorn","8.10.0","-","-","-","-","-","-",false,true,false,true,false,"espree@9.6.1,acorn-jsx@5.3.2"
"acorn-jsx","5.3.2","-","-","-","-","-","-",false,true,false,true,false,"espree@9.6.1"
"agent-base","7.1.0","7.1.0","git+https://github.com/TooTallNate/proxy-agents.git","2023-05-24T22:09:57.729Z","tootallnate (nathan@tootallnate.net)",23496,"MIT",true,false,false,false,false,"https-proxy-agent@7.0.2"
"ajv","6.12.6","-","-","-","-","-","-",false,true,false,true,false,"@eslint/eslintrc@2.1.2,eslint@8.51.0"
"ansi-regex","5.0.1","-","-","-","-","-","-",false,true,false,true,false,"strip-ansi@6.0.1"
"ansi-styles","4.3.0","-","-","-","-","-","-",false,true,false,true,false,"chalk@4.1.2"
"anymatch","3.1.3","-","-","-","-","-","-",false,true,false,false,false,"chokidar@3.5.3"
"argparse","2.0.1","-","-","-","-","-","-",false,true,false,true,false,"js-yaml@4.1.0"
"array-buffer-byte-length","1.0.0","1.0.0","git+https://github.com/inspect-js/array-buffer-byte-length.git","2023-02-28T20:50:50.182Z","ljharb (ljharb@gmail.com)",8053,"MIT",true,false,false,false,false,"arraybuffer.prototype.slice@1.0.2,es-abstract@1.22.2"
"array-union","2.1.0","-","-","-","-","-","-",false,true,false,false,false,"globby@11.1.0"
"arraybuffer.prototype.slice","1.0.2","1.0.2","git+https://github.com/es-shims/ArrayBuffer.prototype.slice.git","2023-09-06T00:42:56.967Z","ljharb (ljharb@gmail.com)",19387,"MIT",true,false,false,false,false,"es-abstract@1.22.2"
"asynckit","0.4.0","0.4.0","git+https://github.com/alexindigo/asynckit.git","2016-06-14T18:29:05.418Z","alexindigo (iam@alexindigo.com)","-","MIT",true,false,false,false,false,"form-data@4.0.0"
"available-typed-arrays","1.0.5","1.0.5","git+https://github.com/inspect-js/available-typed-arrays.git","2021-08-31T02:24:03.721Z","ljharb (ljharb@gmail.com)",14129,"MIT",true,false,false,false,false,"es-abstract@1.22.2,typed-array-byte-offset@1.0.0,which-typed-array@1.1.11"
"axios","1.5.1","1.5.1","git+https://github.com/axios/axios.git","2023-09-26T18:22:12.460Z","jasonsaayman (jasonsaayman@gmail.com)",1769525,"MIT",true,false,false,false,false,"export-to-sheets@1.0.0,axios-ntlm@1.4.1"
"axios-ntlm","1.4.1","1.4.1","git+https://github.com/catbuttes/axios-ntlm.git","2023-02-15T21:25:41.130Z","catbuttes (Catbuttes@outlook.com)",54671,"MIT",true,false,false,false,false,"export-to-sheets@1.0.0"
"balanced-match","1.0.2","-","-","-","-","-","-",false,true,false,true,false,"brace-expansion@1.1.11"
"base64-js","1.5.1","1.5.1","git://github.com/beatgammit/base64-js.git","2020-11-11T19:33:48.234Z","feross (feross@feross.org)",9624,"MIT",true,false,false,false,false,"buffer@6.0.3,google-auth-library@9.1.0"
"big-integer","1.6.51","-","-","-","-","-","-",false,true,false,false,false,"bplist-parser@0.2.0"
"bignumber.js","9.1.2","9.1.2","git+https://github.com/MikeMcl/bignumber.js.git","2023-08-28T12:15:45.587Z","mikemcl (M8ch88l@gmail.com)",350686,"MIT",true,false,false,false,false,"json-bigint@1.0.0"
"binary-extensions","2.2.0","-","-","-","-","-","-",false,true,false,false,false,"is-binary-path@2.1.0"
"bl","6.0.7","6.0.7","git+https://github.com/rvagg/bl.git","2023-08-25T00:48:47.778Z","rvagg (r@va.gg)",90314,"MIT",true,false,false,false,false,"tedious@16.5.0"
"bluebird","3.7.2","3.7.2","git://github.com/petkaantonov/bluebird.git","2019-11-28T22:55:40.312Z","esailija (petka_antonov@hotmail.com)",632380,"MIT",true,false,false,false,false,"csvtojson@2.0.10"
"boolbase","1.0.0","1.0.0","https://github.com/fb55/boolbase","2014-02-15T14:44:50.620Z","feedic (me@feedic.com)","-","ISC",true,false,false,false,false,"cheerio-select@2.1.0,css-select@5.1.0,nth-check@2.1.1"
"bplist-parser","0.2.0","-","-","-","-","-","-",false,true,false,false,false,"default-browser-id@3.0.0"
"brace-expansion","1.1.11","-","-","-","-","-","-",false,true,false,true,false,"minimatch@3.1.2"
"braces","3.0.2","-","-","-","-","-","-",false,true,false,false,false,"chokidar@3.5.3,micromatch@4.0.5"
"buffer","6.0.3","6.0.3","git://github.com/feross/buffer.git","2020-11-23T02:51:27.107Z","feross (feross@feross.org)",91279,"MIT",true,false,false,false,false,"bl@6.0.7,readable-stream@4.4.2"
"buffer-equal-constant-time","1.0.1","1.0.1","git@github.com:goinstant/buffer-equal-constant-time.git","2013-12-16T20:12:17.799Z","goinstant (support@goinstant.com)","-","BSD-3-Clause",true,false,false,false,false,"jwa@2.0.0"
"bundle-name","3.0.0","-","-","-","-","-","-",false,true,false,false,false,"default-browser@4.0.0"
"call-bind","1.0.2","1.0.2","git+https://github.com/ljharb/call-bind.git","2021-01-11T22:36:43.651Z","ljharb (ljharb@gmail.com)",14748,"MIT",true,false,false,false,false,"array-buffer-byte-length@1.0.0,arraybuffer.prototype.slice@1.0.2,es-abstract@1.22.2,function.prototype.name@1.1.6,get-symbol-description@1.0.0,is-array-buffer@3.0.2,is-boolean-object@1.1.2,is-regex@1.1.4,is-shared-array-buffer@1.0.2,is-weakref@1.0.2,object.assign@4.1.4,regexp.prototype.flags@1.5.1,safe-array-concat@1.0.1,safe-regex-test@1.0.0,side-channel@1.0.4,string.prototype.trim@1.2.8,string.prototype.trimend@1.0.7,string.prototype.trimstart@1.0.7,typed-array-buffer@1.0.0,typed-array-byte-length@1.0.0,typed-array-byte-offset@1.0.0,typed-array-length@1.0.4,unbox-primitive@1.0.2,which-typed-array@1.1.11"
"callsites","3.1.0","-","-","-","-","-","-",false,true,false,true,false,"parent-module@1.0.1"
"chalk","4.1.2","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.51.0"
"cheerio","1.0.0-rc.12","1.0.0-rc.12","git://github.com/cheeriojs/cheerio.git","2022-06-26T13:33:54.305Z","feedic (me@feedic.com)",557840,"MIT",true,false,false,false,false,"export-to-sheets@1.0.0"
"cheerio-select","2.1.0","2.1.0","git://github.com/cheeriojs/cheerio-select.git","2022-05-16T10:50:56.847Z","feedic (me@feedic.com)",62620,"BSD-2-Clause",true,false,false,false,false,"cheerio@1.0.0-rc.12"
"chokidar","3.5.3","-","-","-","-","-","-",false,true,false,false,false,"nodemon@3.0.1"
"glob-parent","5.1.2","-","-","-","-","-","-",false,true,false,false,false,"chokidar@3.5.3,fast-glob@3.3.1"
"chownr","2.0.0","2.0.0","git://github.com/isaacs/chownr.git","2020-02-12T02:33:07.865Z","isaacs (i@izs.me)",5748,"ISC",true,false,false,false,false,"tar@6.2.0"
"color-convert","2.0.1","-","-","-","-","-","-",false,true,false,true,false,"ansi-styles@4.3.0"
"color-name","1.1.4","-","-","-","-","-","-",false,true,false,true,false,"color-convert@2.0.1"
"colorette","2.0.19","2.0.20","git+https://github.com/jorgebucaran/colorette.git","2022-06-14T15:07:03.210Z","jorgebucaran (mail@jorgebucaran.com)",16978,"MIT",true,false,false,false,false,"knex@3.0.1"
"combined-stream","1.0.8","1.0.8","git://github.com/felixge/node-combined-stream.git","2019-05-12T17:49:45.337Z","alexindigo (iam@alexindigo.com)",11514,"MIT",true,false,false,false,false,"form-data@4.0.0"
"commander","10.0.1","11.1.0","git+https://github.com/tj/commander.js.git","2023-04-15T05:01:56.178Z","abetomo (abe@enzou.tokyo)",174283,"MIT",true,false,false,false,false,"knex@3.0.1"
"concat-map","0.0.1","-","-","-","-","-","-",false,true,false,true,false,"brace-expansion@1.1.11"
"cron","3.1.1","3.1.1","git+https://github.com/kelektiv/node-cron.git","2023-10-12T22:38:28.387Z","intcreator (intcreator@gmail.com)",63101,"MIT",true,false,false,false,false,"export-to-sheets@1.0.0"
"cross-spawn","7.0.3","-","-","-","-","-","-",false,true,false,true,false,"@pkgr/utils@2.4.2,eslint@8.51.0,execa@5.1.1"
"css-select","5.1.0","5.1.0","git://github.com/fb55/css-select.git","2022-04-27T18:29:37.203Z","feedic (me@feedic.com)",224084,"BSD-2-Clause",true,false,false,false,false,"cheerio-select@2.1.0"
"css-what","6.1.0","6.1.0","git+https://github.com/fb55/css-what.git","2022-03-31T13:20:41.689Z","feedic (me@feedic.com)",66038,"BSD-2-Clause",true,false,false,false,false,"cheerio-select@2.1.0,css-select@5.1.0"
"csvtojson","2.0.10","2.0.10","git+https://github.com/Keyang/node-csvtojson.git","2019-06-26T22:54:15.731Z","keyang (keyang.xiang@gmail.com)",8685360,"MIT",true,false,false,false,false,"export-to-sheets@1.0.0"
"dayjs","1.11.10","1.11.10","git+https://github.com/iamkun/dayjs.git","2023-09-19T14:07:20.710Z","iamkun (kunhello@outlook.com)",663560,"MIT",true,false,false,false,false,"export-to-sheets@1.0.0"
"debug","4.3.4","4.3.4","git://github.com/debug-js/debug.git","2022-03-17T13:38:47.641Z","qix (josh@junon.me)",42352,"MIT",true,true,false,true,false,"agent-base@6.0.2,https-proxy-agent@7.0.2,@eslint/eslintrc@2.1.2,@humanwhocodes/config-array@0.11.11,@typescript-eslint/eslint-plugin@6.8.0,@typescript-eslint/parser@6.8.0,@typescript-eslint/type-utils@6.8.0,@typescript-eslint/typescript-estree@6.8.0,eslint@8.51.0,http-proxy-agent@5.0.0,knex@3.0.1"
"decode-uri-component","0.4.1","0.4.1","git+https://github.com/SamVerschueren/decode-uri-component.git","2022-12-19T09:20:12.140Z","samverschueren (sam.verschueren@gmail.com)",6522,"MIT",true,false,false,false,false,"query-string@8.1.0"
"deep-is","0.1.4","-","-","-","-","-","-",false,true,false,true,false,"optionator@0.9.3"
"default-browser","4.0.0","-","-","-","-","-","-",false,true,false,false,false,"open@9.1.0"
"default-browser-id","3.0.0","-","-","-","-","-","-",false,true,false,false,false,"default-browser@4.0.0"
"define-data-property","1.1.1","1.1.1","git+https://github.com/ljharb/define-data-property.git","2023-10-13T04:26:04.684Z","ljharb (ljharb@gmail.com)",29240,"MIT",true,false,false,false,false,"define-properties@1.2.1,es-aggregate-error@1.0.11,set-function-name@2.0.1"
"define-lazy-prop","3.0.0","-","-","-","-","-","-",false,true,false,false,false,"open@9.1.0"
"define-properties","1.2.1","1.2.1","git://github.com/ljharb/define-properties.git","2023-09-13T06:05:13.962Z","ljharb (ljharb@gmail.com)",12890,"MIT",true,false,false,false,false,"arraybuffer.prototype.slice@1.0.2,es-aggregate-error@1.0.11,function.prototype.name@1.1.6,globalthis@1.0.3,object.assign@4.1.4,regexp.prototype.flags@1.5.1,string.prototype.trim@1.2.8,string.prototype.trimend@1.0.7,string.prototype.trimstart@1.0.7"
"delayed-stream","1.0.0","1.0.0","git://github.com/felixge/node-delayed-stream.git","2015-04-30T22:10:29.726Z","apechimp (apeherder@gmail.com)","-","MIT",true,false,false,false,false,"combined-stream@1.0.8"
"des.js","1.1.0","1.1.0","git+ssh://git@github.com/indutny/des.js.git","2023-05-29T14:33:38.542Z","indutny (blackhole@livebox.sh)",39826,"MIT",true,false,false,false,false,"axios-ntlm@1.4.1"
"dev-null","0.1.1","0.1.1","git://github.com/thlorenz/dev-null.git","2013-09-10T10:52:53.792Z","thlorenz (thlorenz@gmx.de)","-","MIT",true,false,false,false,false,"axios-ntlm@1.4.1"
"dir-glob","3.0.1","-","-","-","-","-","-",false,true,false,false,false,"globby@11.1.0"
"doctrine","3.0.0","-","-","-","-","-","-",false,true,false,true,false,"eslint@8.51.0"
"dom-serializer","2.0.0","2.0.0","git://github.com/cheeriojs/dom-serializer.git","2022-04-09T17:21:48.457Z","feedic (me@feedic.com)",28813,"MIT",true,false,false,false,false,"cheerio@1.0.0-rc.12,domutils@3.1.0"
"domelementtype","2.3.0","2.3.0","git://github.com/fb55/domelementtype.git","2022-04-07T11:41:20.402Z","feedic (me@feedic.com)",11359,"BSD-2-Clause",true,false,false,false,false,"cheerio-select@2.1.0,dom-serializer@2.0.0,domhandler@5.0.3,domutils@3.1.0,htmlparser2@8.0.2"
"domhandler","5.0.3","5.0.3","git://github.com/fb55/domhandler.git","2022-04-30T11:00:14.978Z","feedic (me@feedic.com)",75339,"BSD-2-Clause",true,false,false,false,false,"cheerio@1.0.0-rc.12,cheerio-select@2.1.0,css-select@5.1.0,dom-serializer@2.0.0,domutils@3.1.0,htmlparser2@8.0.2,parse5-htmlparser2-tree-adapter@7.0.0"
"domutils","3.1.0","3.1.0","git://github.com/fb55/domutils.git","2023-04-29T09:44:53.797Z","feedic (me@feedic.com)",162047,"BSD-2-Clause",true,false,false,false,false,"cheerio@1.0.0-rc.12,cheerio-select@2.1.0,css-select@5.1.0,htmlparser2@8.0.2"
"dotenv","16.3.1","16.3.1","git://github.com/motdotla/dotenv.git","2023-06-17T16:47:53.971Z","motdotla (mot@mot.la)",71560,"BSD-2-Clause",true,false,false,false,false,"export-to-sheets@1.0.0"
"ecdsa-sig-formatter","1.0.11","1.0.11","git+ssh://git@github.com/Brightspace/node-ecdsa-sig-formatter.git","2019-01-25T21:32:13.447Z","d2l-travis-deploy (d2ltravisdeploy@d2l.com)",20588,"Apache-2.0",true,false,false,false,false,"google-auth-library@9.1.0,jwa@2.0.0"
"entities","4.5.0","4.5.0","git://github.com/fb55/entities.git","2023-04-13T17:57:56.308Z","feedic (me@feedic.com)",412892,"BSD-2-Clause",true,false,false,false,false,"dom-serializer@2.0.0,htmlparser2@8.0.2,parse5@7.1.2"
"es-abstract","1.22.2","1.22.2","git://github.com/ljharb/es-abstract.git","2023-09-14T16:17:04.763Z","ljharb (ljharb@gmail.com)",2021721,"MIT",true,false,false,false,false,"arraybuffer.prototype.slice@1.0.2,es-aggregate-error@1.0.11,function.prototype.name@1.1.6,string.prototype.trim@1.2.8,string.prototype.trimend@1.0.7,string.prototype.trimstart@1.0.7"
